City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
366,bubaque,11.2997,-15.8335,301.57,67,7,5.44,GW,1701711861
367,palpa,-14.5337,-75.1852,303.91,32,100,4.53,PE,1701711862
368,naze,5.452,7.0567,304.88,66,65,2.38,NG,1701711863
369,kourou,5.1581,-52.6426,305.16,63,44,3.53,FR,1701711863
370,tromso,69.6516,18.9558,271.1,86,40,2.57,NO,1701711864
371,cidade velha,-1.4619,-48.5028,300.19,83,75,5.66,BR,1701711864
372,shangyu,30.0357,120.8641,279.16,91,49,1.86,CN,1701711865
373,callao,-12.0523,-77.1391,294.27,68,100,3.6,PE,1701711876
374,katsuura,35.1522,140.3207,285.09,58,69,2.22,JP,1701711876
375,yashan,30.8123,118.0189,280.94,60,0,1.82,CN,1701711877
376,mahabe,-22.3733,47.7414,294.5,86,49,1.05,MG,1701711878
377,kikwit,-5.0383,18.8178,295.45,94,51,0.86,CD,1701711878
378,xilin hot,43.9312,116.0789,266.17,77,16,4.57,CN,1701711879
379,yarmouth,52.6072,1.7315,278.68,89,100,7.48,GB,1701711879
380,sokoni,-3.4068,36.6782,293.63,78,97,2.64,TZ,1701711880
381,pariaman,-0.6264,100.1178,298.18,91,100,1.29,ID,1701711881
382,yaren,-0.5471,166.9164,300.89,77,99,8.55,NR,1701711881
383,buala,-8.1455,159.593,300.24,86,99,8.32,SB,1701711882
384,xinyi,22.4278,111.1033,287.6,89,99,1.58,CN,1701711883
385,la passe,46.2035,-1.4601,284.23,71,54,13.9,FR,1701711884
386,sezanne,48.7241,3.7223,281.2,94,100,8.69,FR,1701711884
387,acapulco de juarez,16.868,-99.894,302.0,65,100,1.93,MX,1701711886
388,al jawf,24.1985,23.2939,292.17,17,0,5.23,LY,1701711887
389,balikpapan,-1.2399,116.8593,300.12,89,20,1.54,ID,1701711887
390,cabedelo,-6.9732,-34.8352,304.53,69,76,4.29,BR,1701711888
391,lubang,13.8593,120.1228,300.92,78,9,6.48,PH,1701711889
392,kiunga,-6.116,141.2982,296.26,98,91,0.81,PG,1701711890
393,kalmunai,7.4132,81.8269,299.14,88,100,5.69,LK,1701711890
394,opuwo,-18.055,13.8387,297.56,59,91,3.54,NA,1701711891
395,el abiodh sidi cheikh,32.8965,0.5464,284.11,38,46,3.34,DZ,1701711891
396,sipalay,9.7491,122.4041,299.2,85,15,2.14,PH,1701711892
397,rudsar,37.1382,50.2928,285.15,49,4,2.35,IR,1701711893
398,paka,4.6369,103.436,299.11,94,47,0.0,MY,1701711893
399,ambon,47.5542,-2.5567,281.98,74,76,12.54,FR,1701711894
400,khark,29.2406,50.3117,295.9,50,10,5.58,IR,1701711895
401,thames,-37.138,175.5418,289.19,96,100,2.27,NZ,1701711895
402,amursk,50.2299,136.9015,261.98,99,93,0.21,RU,1701711896
403,sao jose da coroa grande,-8.8894,-35.1515,301.81,69,53,4.93,BR,1701711897
404,nebraska city,40.6765,-95.8587,276.16,75,0,2.06,US,1701711897
405,sao desiderio,-12.3572,-44.9769,306.39,34,100,1.96,BR,1701711898
406,sao joao batista,-27.2775,-48.8496,300.01,75,100,1.86,BR,1701711899
407,gao,16.2788,-0.0412,302.19,9,40,4.08,ML,1701711899
408,stephenville,32.2192,-98.2131,287.2,26,0,1.54,US,1701711900
409,tofol,5.326,163.0087,300.17,83,100,6.16,FM,1701711901
410,remire-montjoly,4.905,-52.2772,305.15,58,75,6.17,FR,1701711902
411,fort irwin,35.2627,-116.6846,280.89,57,0,1.54,US,1701711903
412,san ignacio,17.1528,-89.0762,302.14,74,75,0.0,BZ,1701711904
413,talnakh,69.494,88.3908,239.58,83,95,0.58,RU,1701711904
414,harstad,68.9297,16.5209,267.29,97,100,1.22,NO,1701711905
415,ridgecrest,35.6225,-117.6699,285.91,37,75,2.06,US,1701711906
416,argo,33.6882,-86.5014,289.35,45,2,1.79,US,1701711906
417,timoteo,-19.5771,-42.6436,306.56,46,50,1.82,BR,1701711907
418,mount pleasant,33.1571,-94.9694,287.06,35,0,3.6,US,1701711908
419,pimentel,39.4855,9.0655,286.3,76,75,2.06,IT,1701711909
420,bamboo flat,11.7126,92.7164,298.96,94,100,1.54,IN,1701711909
421,south hedland,-20.4088,118.5987,298.11,94,75,3.6,AU,1701711920
422,westport,41.1415,-73.3579,283.5,65,40,5.66,US,1701711818
423,fort bragg,35.1403,-79.1541,291.69,42,0,2.06,US,1701711921
424,saint-pierre,48.3833,7.4719,274.33,83,100,4.16,FR,1701711922
425,kangding,30.0014,101.9548,276.63,86,96,0.25,CN,1701711923
426,ahau,-12.501,177.0479,301.39,78,57,7.28,FJ,1701711923
427,santa cruz,28.4696,-16.2541,293.12,80,20,2.57,ES,1701711924
428,hamilton,43.2561,-79.8729,277.19,75,75,5.14,CA,1701711924
429,urangan,-25.2872,152.8981,296.82,87,0,4.97,AU,1701711925
430,astrakhan,46.3498,48.0326,283.63,87,40,1.0,RU,1701711926
431,paris,48.8589,2.32,282.47,93,100,6.17,FR,1701711927
432,ambalangoda,6.2389,80.0541,299.2,89,100,3.0,LK,1701711927
433,bria,45.82,-0.2492,282.83,86,75,8.23,FR,1701711928
434,khanskaya,44.674,39.9535,281.08,74,100,2.91,RU,1701711928
435,shalkar,47.8273,59.6159,279.91,76,100,6.03,KZ,1701711929
436,erdenet,49.0275,104.0448,265.29,58,12,5.68,MN,1701711930
437,bogale,16.1282,95.4507,298.18,75,34,1.7,MM,1701711930
438,bangassou,4.7435,22.8233,294.31,93,100,1.23,CF,1701711931
439,vanimo,-2.6848,141.3009,298.13,91,54,1.73,PG,1701711932
440,novaya ladoga,60.1052,32.3148,263.52,96,100,0.96,RU,1701711932
441,cambria,37.7814,-89.1192,281.05,87,100,5.14,US,1701711933
442,puerto deseado,-47.7516,-65.9013,290.13,45,12,7.31,AR,1701711934
443,holualoa,19.6238,-155.9536,294.08,73,20,2.06,US,1701711934
444,peterborough,52.5726,-0.2427,278.52,93,100,3.6,GB,1701711935
445,coeur d'alene,47.6743,-116.7812,274.63,96,100,3.6,US,1701711936
446,codrington,51.5082,-2.3937,277.58,97,100,1.34,GB,1701711936
447,namibe,-15.1951,12.1458,297.2,87,99,2.82,AO,1701711937
448,guerrero negro,27.971,-114.0364,294.89,33,1,0.32,MX,1701711938
449,whangarei,-35.7275,174.3166,289.77,98,100,1.07,NZ,1701711818
450,kuanda,56.3257,116.0827,255.72,95,100,0.65,RU,1701711939
451,northam,51.0506,-4.2113,281.04,88,100,10.75,GB,1701711939
452,rio grande,-53.7857,-67.7016,287.17,58,20,13.89,AR,1701711940
453,ziri,37.955,47.7819,279.28,19,88,3.19,IR,1701711941
454,vuktyl,63.8443,57.3002,259.87,95,100,2.68,RU,1701711941
455,maragogi,-9.0118,-35.2225,301.85,69,43,5.22,BR,1701711942
456,egilsstadir,65.262,-14.4035,260.09,92,40,3.6,IS,1701711943
457,zaragoza,41.6521,-0.8809,286.2,50,20,8.23,ES,1701711943
458,bardaskan,35.2611,57.9685,285.62,26,0,2.16,IR,1701711944
459,enoch,37.7733,-113.0244,279.29,56,0,2.57,US,1701711945
460,kisangani,0.5184,25.2057,294.09,96,83,1.05,CD,1701711945
461,tselinnoye,45.9041,34.1788,274.74,63,87,3.37,UA,1701711946
462,serhiyivka,48.0002,29.0733,270.87,65,2,0.79,UA,1701711947
463,qamdo,31.145,97.1699,275.44,54,62,1.22,CN,1701711947
464,chicoana,-25.1048,-65.5346,292.16,69,97,2.38,AR,1701711948
465,ghanzi,-21.6968,21.6457,304.65,11,28,4.27,BW,1701711950
466,tayu,9.2833,8.6167,298.74,30,67,2.06,NG,1701711951
467,puerto escondido,15.8693,-97.0726,303.54,57,90,2.85,MX,1701711961
468,xam nua,20.4152,104.0474,289.59,98,99,0.83,LA,1701711962
469,shiyan,32.6315,110.7928,283.19,74,6,2.11,CN,1701711963
470,pulgaon,20.7258,78.3176,295.29,66,99,3.1,IN,1701711963
471,gebeit,21.0667,36.3167,296.57,67,12,5.3,SD,1701711964
472,fort mcmurray,56.7292,-111.3885,270.88,86,0,4.12,CA,1701711965
473,nandgaon,27.711,77.3857,290.3,80,4,1.31,IN,1701711966
474,salahonda,2.0399,-78.6581,300.35,83,100,4.93,CO,1701711966
475,tidjikja,18.5545,-11.4326,301.1,14,50,3.98,MR,1701711967
476,borzya,50.3852,116.5331,259.15,94,93,3.34,RU,1701711968
477,dauphin,43.8982,5.783,277.51,96,100,1.66,FR,1701711969
478,coquimbo,-29.9532,-71.338,291.08,67,40,6.69,CL,1701711969
479,queenstown,-45.0322,168.661,281.59,73,0,0.96,NZ,1701711970
480,enriquillo,17.8989,-71.2338,302.97,56,23,5.47,DO,1701711971
481,leninskoye,54.473,69.1826,266.1,95,100,6.99,KZ,1701711971
482,nouadhibou,20.9127,-17.0503,296.11,60,0,7.2,MR,1701711972
483,berezovyy,52.8927,50.2243,268.0,89,59,6.05,RU,1701711973
484,nar'yan-mar,67.638,53.0071,247.9,92,50,4.07,RU,1701711973
485,nejdek,50.3248,12.7333,267.08,92,0,1.03,CZ,1701711974
486,banda aceh,5.5528,95.3193,299.31,87,97,2.93,ID,1701711975
487,kuytun,44.4245,84.9007,274.5,86,71,1.94,CN,1701711975
488,krasnyy kholm,58.0565,37.1147,263.56,96,100,3.1,RU,1701711976
489,kirakira,-10.4569,161.9202,299.0,94,100,5.25,SB,1701711976
490,arraial do cabo,-22.9663,-42.0244,303.09,66,40,4.12,BR,1701711977
491,safi,32.2651,-9.2306,290.8,62,98,1.28,MA,1701711978
492,homa bay,-0.5304,34.452,293.4,85,88,1.66,KE,1701711979
493,thohoyandou,-22.9676,30.4597,297.39,38,6,0.85,ZA,1701711979
494,sapucaia,-29.8197,-51.1609,293.18,87,75,6.17,BR,1701711980
495,roquetas de mar,36.763,-2.6116,287.96,78,100,1.87,ES,1701711981
496,kabala,34.526,69.1777,279.73,33,0,1.64,AF,1701711981
497,kimberley,-28.7383,24.7642,300.96,34,75,3.09,ZA,1701711982
498,coari,-4.0886,-63.1431,306.79,46,85,2.12,BR,1701711983
499,jaisalmer,26.9117,70.9125,292.73,27,0,3.45,IN,1701711983
500,san jose,37.3362,-121.8906,286.62,66,100,1.54,US,1701711984
501,al khums,14.1388,44.1408,291.28,55,42,1.09,YE,1701711985
502,khilok,51.3628,110.458,266.63,92,100,6.49,RU,1701711985
503,swift current,50.2849,-107.7984,271.6,93,100,6.17,CA,1701711986
504,kavieng,-2.5735,150.7952,300.7,77,100,1.6,PG,1701711987
505,bardai,21.355,17.0005,292.61,21,0,1.83,TD,1701711987
506,nogliki,51.7954,143.1365,266.59,86,96,0.89,RU,1701711988
507,el burgo de osma,41.5869,-3.0674,279.5,79,86,7.57,ES,1701711988
508,cockburn town,21.4608,-71.14,299.81,71,73,6.64,TC,1701711989
509,ballina,-28.8657,153.5659,293.22,83,56,2.0,AU,1701711990
510,nicoya,10.1488,-85.4533,303.42,63,56,5.15,CR,1701711990
511,meihekou,42.5358,125.6925,268.94,94,77,2.15,CN,1701711991
512,mazagao,-0.1161,-51.2862,304.18,65,79,2.94,BR,1701711992
513,razole,16.4764,81.8391,297.88,90,100,6.57,IN,1701711992
514,bakchar,57.0205,82.0669,249.12,96,54,1.53,RU,1701711993
515,corn island,32.4777,-80.8012,293.02,56,75,3.6,US,1701711994
516,extrema,-22.8549,-46.319,303.54,41,43,1.96,BR,1701712004
517,lewistown,47.0639,-109.4282,278.43,42,0,8.23,US,1701712005
518,geraldton,-28.7704,114.6147,293.24,77,92,5.14,AU,1701712005
519,saint croix,17.729,-64.759,304.92,58,20,7.72,US,1701712006
520,colchani,-20.3006,-66.9378,293.16,20,58,6.23,BO,1701712007
521,mejit,10.2843,170.8699,300.43,80,84,9.71,MH,1701712008
522,ghat,24.9626,10.1797,290.72,23,0,2.68,LY,1701712008
523,waingapu,-9.6522,120.2637,299.86,83,91,2.5,ID,1701712009
524,nadi,-17.7993,177.4179,297.15,83,20,2.57,FJ,1701712010
525,rathdrum,47.8112,-116.8969,274.47,97,100,3.6,US,1701712010
526,camocim,-2.901,-40.8427,303.58,63,100,7.86,BR,1701712011
527,massakory,12.9965,15.7349,303.32,11,76,4.19,TD,1701712012
528,palembang,-2.9888,104.7569,299.18,89,40,1.03,ID,1701712013
529,ba,29.4044,106.5368,285.85,85,44,1.15,CN,1701712013
